	gene_type
3836	misc_RNA
3837	processed_pseudogene
3838	processed_pseudogene
3839	miRNA
3840	processed_pseudogene
3841	processed_pseudogene
3842	protein_coding
3843	protein_coding
3844	antisense
3845	misc_RNA
3846	miRNA
3847	lincRNA
3848	antisense
3849	unprocessed_pseudogene
3850	processed_pseudogene
3851	transcribed_processed_pseudogene
3852	protein_coding
3853	antisense
3854	protein_coding
3855	miRNA
3856	misc_RNA
3857	antisense
3858	protein_coding
3859	sense_intronic
3860	processed_pseudogene
3861	processed_pseudogene
3862	protein_coding
3863	protein_coding
3864	processed_pseudogene
3865	protein_coding
3866	antisense
3867	protein_coding
3868	antisense
3869	unprocessed_pseudogene
3870	processed_pseudogene
3871	processed_transcript
3872	protein_coding
3873	protein_coding
3874	unprocessed_pseudogene
3875	lincRNA
3876	protein_coding
3877	processed_pseudogene
3878	bidirectional_promoter_lncRNA
3879	processed_pseudogene
3880	processed_pseudogene
3881	protein_coding
3882	protein_coding
3883	protein_coding
3884	sense_intronic
3885	processed_pseudogene
3886	unprocessed_pseudogene
3887	processed_pseudogene
3888	snRNA
3889	snRNA
3890	protein_coding
3891	3prime_overlapping_ncRNA
3892	protein_coding
3893	protein_coding
3894	processed_pseudogene
3895	protein_coding
3896	rRNA_pseudogene
3897	rRNA_pseudogene
3898	processed_pseudogene
3899	protein_coding
3900	processed_pseudogene
3901	processed_pseudogene
3902	protein_coding
3903	lincRNA
3904	protein_coding
3905	processed_pseudogene
3906	processed_pseudogene
3907	misc_RNA
3908	TEC
3909	protein_coding
3910	processed_pseudogene
3911	processed_pseudogene
3912	protein_coding
3913	misc_RNA
3914	processed_pseudogene
3915	protein_coding
3916	processed_pseudogene
3917	lincRNA
3918	processed_pseudogene
3919	protein_coding
3920	lincRNA
3921	antisense
3922	protein_coding
3923	protein_coding
3924	protein_coding
3925	protein_coding
3926	snRNA
3927	protein_coding
3928	snoRNA
3929	rRNA_pseudogene
3930	unprocessed_pseudogene
3931	lincRNA
3932	antisense
3933	lincRNA
3934	lincRNA
3935	protein_coding
3936	miRNA
3937	processed_pseudogene
3938	lincRNA
3939	processed_pseudogene
3940	protein_coding
3941	lincRNA
3942	miRNA
3943	protein_coding
3944	processed_pseudogene
3945	protein_coding
3946	processed_pseudogene
3947	protein_coding
3948	protein_coding
3949	protein_coding
3950	protein_coding
3951	processed_transcript
3952	lincRNA
3953	protein_coding
3954	processed_pseudogene
3955	IG_V_gene
3956	protein_coding
3957	protein_coding
3958	protein_coding
3959	protein_coding
3960	processed_pseudogene
3961	rRNA_pseudogene
3962	snRNA
3963	protein_coding
3964	processed_pseudogene
3965	antisense
3966	snRNA
3967	protein_coding
3968	antisense
3969	antisense
3970	processed_pseudogene
3971	protein_coding
3972	protein_coding
3973	miRNA
3974	protein_coding
3975	processed_pseudogene
3976	misc_RNA
3977	lincRNA
3978	processed_pseudogene
3979	protein_coding
3980	protein_coding
3981	unprocessed_pseudogene
3982	protein_coding
3983	lincRNA
3984	processed_pseudogene
3985	protein_coding
3986	protein_coding
3987	protein_coding
3988	protein_coding
3989	protein_coding
3990	processed_pseudogene
3991	protein_coding
3992	lincRNA
3993	antisense
3994	processed_pseudogene
3995	processed_pseudogene
3996	protein_coding
3997	processed_pseudogene
3998	protein_coding
3999	processed_pseudogene
4000	processed_pseudogene
4001	unprocessed_pseudogene
4002	processed_pseudogene
4003	protein_coding
4004	protein_coding
4005	rRNA_pseudogene
4006	protein_coding
4007	polymorphic_pseudogene
4008	protein_coding
4009	protein_coding
4010	protein_coding
4011	unprocessed_pseudogene
4012	lincRNA
4013	lincRNA
4014	protein_coding
4015	processed_pseudogene
4016	sRNA
4017	lincRNA
4018	protein_coding
4019	protein_coding
4020	protein_coding
4021	protein_coding
4022	protein_coding
4023	processed_pseudogene
4024	antisense
4025	transcribed_processed_pseudogene
4026	protein_coding
4027	processed_pseudogene
4028	rRNA_pseudogene
4029	processed_pseudogene
4030	antisense
4031	processed_pseudogene
4032	antisense
4033	lincRNA
4034	transcribed_unprocessed_pseudogene
4035	lincRNA
4036	processed_pseudogene
4037	protein_coding
4038	snRNA
4039	processed_pseudogene
4040	protein_coding
4041	lincRNA
4042	processed_pseudogene
4043	protein_coding
4044	protein_coding
4045	protein_coding
4046	protein_coding
4047	protein_coding
4048	antisense
4049	protein_coding
4050	protein_coding
4051	processed_pseudogene
4052	protein_coding
4053	rRNA_pseudogene
4054	rRNA_pseudogene
4055	snRNA
4056	protein_coding
4057	processed_pseudogene
4058	processed_pseudogene
4059	miRNA
4060	processed_pseudogene
4061	processed_pseudogene
4062	miRNA
4063	sense_intronic
4064	protein_coding
4065	antisense
4066	protein_coding
4067	antisense
4068	protein_coding
4069	miRNA
4070	protein_coding
4071	antisense
4072	lincRNA
4073	lincRNA
4074	lincRNA
4075	antisense
4076	protein_coding
4077	protein_coding
4078	antisense
4079	processed_pseudogene
4080	misc_RNA
4081	TEC
4082	processed_transcript
4083	protein_coding
4084	protein_coding
4085	unprocessed_pseudogene
4086	processed_pseudogene
4087	protein_coding
4088	rRNA
4089	protein_coding
4090	protein_coding
4091	processed_transcript
4092	snRNA
4093	snoRNA
4094	lincRNA
4095	antisense
4096	protein_coding
4097	antisense
4098	misc_RNA
4099	processed_pseudogene
4100	processed_pseudogene
4101	processed_pseudogene
4102	protein_coding
4103	processed_pseudogene
4104	processed_pseudogene
4105	protein_coding
4106	antisense
4107	processed_pseudogene
4108	unprocessed_pseudogene
4109	protein_coding
4110	protein_coding
4111	lincRNA
4112	protein_coding
4113	lincRNA
4114	processed_pseudogene
4115	processed_pseudogene
4116	processed_transcript
4117	protein_coding
4118	lincRNA
4119	snRNA
4120	antisense
4121	unprocessed_pseudogene
4122	lincRNA
4123	protein_coding
4124	antisense
4125	protein_coding
4126	processed_pseudogene
4127	protein_coding
4128	protein_coding
4129	protein_coding
4130	lincRNA
4131	protein_coding
4132	miRNA
4133	processed_pseudogene
4134	snRNA
4135	snRNA
4136	processed_pseudogene
4137	lincRNA
4138	transcribed_processed_pseudogene
4139	antisense
4140	processed_pseudogene
4141	processed_pseudogene
4142	processed_pseudogene
4143	lincRNA
4144	antisense
4145	protein_coding
4146	antisense
4147	protein_coding
4148	protein_coding
4149	processed_pseudogene
4150	miRNA
4151	protein_coding
4152	protein_coding
4153	sense_intronic
4154	lincRNA
4155	TEC
4156	misc_RNA
4157	antisense
4158	lincRNA
4159	antisense
4160	antisense
4161	miRNA
4162	lincRNA
4163	antisense
4164	processed_pseudogene
4165	processed_pseudogene
4166	processed_pseudogene
4167	protein_coding
4168	lincRNA
4169	processed_pseudogene
4170	processed_pseudogene
4171	processed_pseudogene
4172	misc_RNA
4173	misc_RNA
4174	antisense
4175	transcribed_unitary_pseudogene
4176	protein_coding
4177	lincRNA
4178	lincRNA
4179	lincRNA
4180	processed_pseudogene
4181	protein_coding
4182	unprocessed_pseudogene
4183	misc_RNA
4184	processed_pseudogene
4185	protein_coding
4186	lincRNA
4187	protein_coding
4188	misc_RNA
4189	processed_pseudogene
4190	snoRNA
4191	antisense
4192	protein_coding
4193	protein_coding
4194	processed_pseudogene
4195	protein_coding
4196	protein_coding
4197	protein_coding
4198	processed_pseudogene
4199	processed_pseudogene
4200	antisense
4201	antisense
4202	protein_coding
4203	protein_coding
4204	processed_pseudogene
4205	antisense
4206	protein_coding
4207	protein_coding
4208	protein_coding
4209	lincRNA
4210	transcribed_processed_pseudogene
4211	antisense
4212	processed_pseudogene
4213	processed_pseudogene
4214	transcribed_unprocessed_pseudogene
4215	lincRNA
4216	transcribed_unprocessed_pseudogene
4217	protein_coding
4218	antisense
4219	unprocessed_pseudogene
4220	protein_coding
4221	protein_coding
4222	protein_coding
4223	snRNA
4224	protein_coding
4225	antisense
4226	protein_coding
4227	processed_pseudogene
4228	lincRNA
4229	protein_coding
4230	protein_coding
4231	IG_V_gene
4232	lincRNA
4233	processed_pseudogene
4234	unprocessed_pseudogene
4235	protein_coding
4236	lincRNA
4237	misc_RNA
4238	protein_coding
4239	protein_coding
4240	lincRNA
4241	lincRNA
4242	protein_coding
4243	TEC
4244	lincRNA
4245	rRNA_pseudogene
4246	processed_pseudogene
4247	protein_coding
4248	protein_coding
4249	antisense
4250	protein_coding
4251	processed_pseudogene
4252	misc_RNA
4253	processed_pseudogene
4254	lincRNA
4255	processed_pseudogene
4256	protein_coding
4257	antisense
4258	protein_coding
4259	misc_RNA
4260	protein_coding
4261	antisense
4262	protein_coding
4263	sense_intronic
4264	protein_coding
4265	antisense
4266	processed_pseudogene
4267	snoRNA
4268	lincRNA
4269	protein_coding
4270	protein_coding
4271	antisense
4272	lincRNA
4273	TEC
4274	protein_coding
4275	antisense
4276	protein_coding
4277	lincRNA
4278	protein_coding
4279	protein_coding
4280	processed_pseudogene
4281	protein_coding
4282	antisense
4283	protein_coding
4284	protein_coding
4285	processed_pseudogene
4286	protein_coding
4287	protein_coding
4288	processed_pseudogene
4289	protein_coding
4290	processed_pseudogene
4291	lincRNA
4292	TEC
4293	processed_pseudogene
4294	protein_coding
4295	protein_coding
4296	antisense
4297	protein_coding
4298	protein_coding
4299	protein_coding
4300	protein_coding
4301	processed_pseudogene
4302	protein_coding
4303	protein_coding
4304	antisense
4305	lincRNA
4306	misc_RNA
4307	lincRNA
4308	processed_pseudogene
4309	snRNA
4310	protein_coding
4311	protein_coding
4312	lincRNA
4313	protein_coding
4314	lincRNA
4315	snRNA
4316	protein_coding
4317	antisense
4318	processed_pseudogene
4319	protein_coding
4320	protein_coding
4321	protein_coding
4322	lincRNA
4323	antisense
4324	miRNA
4325	lincRNA
4326	lincRNA
4327	protein_coding
4328	protein_coding
4329	processed_pseudogene
4330	protein_coding
4331	processed_pseudogene
4332	protein_coding
4333	protein_coding
4334	protein_coding
4335	protein_coding
4336	protein_coding
4337	protein_coding
4338	antisense
4339	processed_pseudogene
4340	antisense
4341	processed_pseudogene
4342	misc_RNA
4343	protein_coding
4344	processed_pseudogene
4345	snoRNA
4346	processed_pseudogene
4347	protein_coding
4348	lincRNA
4349	processed_pseudogene
4350	processed_pseudogene
4351	processed_pseudogene
4352	protein_coding
4353	protein_coding
4354	processed_pseudogene
4355	protein_coding
4356	protein_coding
4357	protein_coding
4358	protein_coding
4359	protein_coding
4360	protein_coding
4361	misc_RNA
4362	lincRNA
4363	protein_coding
4364	protein_coding
4365	protein_coding
4366	processed_pseudogene
4367	processed_pseudogene
4368	protein_coding
4369	protein_coding
4370	unprocessed_pseudogene
4371	transcribed_processed_pseudogene
4372	protein_coding
4373	lincRNA
4374	lincRNA
4375	lincRNA
4376	lincRNA
4377	protein_coding
4378	protein_coding
4379	protein_coding
4380	snRNA
4381	misc_RNA
4382	protein_coding
4383	transcribed_processed_pseudogene
4384	protein_coding
4385	lincRNA
4386	sense_intronic
4387	snRNA
4388	protein_coding
4389	processed_transcript
4390	protein_coding
4391	processed_pseudogene
4392	processed_pseudogene
4393	protein_coding
4394	TEC
4395	processed_pseudogene
4396	protein_coding
4397	antisense
4398	protein_coding
4399	processed_pseudogene
4400	lincRNA
4401	snRNA
4402	protein_coding
4403	protein_coding
4404	lincRNA
4405	protein_coding
4406	protein_coding
4407	protein_coding
4408	protein_coding
4409	unprocessed_pseudogene
4410	processed_pseudogene
4411	lincRNA
4412	miRNA
4413	antisense
4414	protein_coding
4415	unprocessed_pseudogene
4416	lincRNA
4417	lincRNA
4418	protein_coding
4419	protein_coding
4420	protein_coding
4421	processed_pseudogene
4422	lincRNA
4423	protein_coding
4424	transcribed_processed_pseudogene
4425	protein_coding
4426	protein_coding
4427	lincRNA
4428	lincRNA
4429	lincRNA
4430	lincRNA
4431	protein_coding
4432	protein_coding
4433	lincRNA
4434	antisense
4435	processed_pseudogene
4436	protein_coding
4437	lincRNA
4438	processed_pseudogene
4439	sense_intronic
4440	processed_pseudogene
4441	protein_coding
4442	misc_RNA
4443	lincRNA
4444	antisense
4445	protein_coding
4446	protein_coding
4447	processed_pseudogene
4448	processed_pseudogene
4449	lincRNA
4450	protein_coding
4451	protein_coding
4452	protein_coding
4453	processed_pseudogene
4454	antisense
4455	lincRNA
4456	protein_coding
4457	miRNA
4458	protein_coding
4459	snRNA
4460	lincRNA
4461	protein_coding
4462	protein_coding
4463	antisense
4464	processed_pseudogene
4465	processed_pseudogene
4466	processed_pseudogene
4467	miRNA
4468	snRNA
4469	lincRNA
4470	antisense
4471	protein_coding
4472	protein_coding
4473	protein_coding
4474	snRNA
4475	lincRNA
4476	TEC
4477	miRNA
4478	lincRNA
4479	snoRNA
4480	lincRNA
4481	rRNA_pseudogene
4482	protein_coding
4483	protein_coding
4484	transcribed_processed_pseudogene
4485	protein_coding
4486	protein_coding
4487	protein_coding
4488	protein_coding
4489	miRNA
4490	protein_coding
4491	antisense
4492	misc_RNA
4493	antisense
4494	lincRNA
4495	lincRNA
4496	lincRNA
4497	antisense
4498	processed_pseudogene
4499	protein_coding
4500	protein_coding
4501	lincRNA
4502	antisense
4503	misc_RNA
4504	snRNA
4505	processed_pseudogene
4506	misc_RNA
4507	unprocessed_pseudogene
4508	antisense
4509	protein_coding
4510	processed_pseudogene
4511	lincRNA
4512	processed_pseudogene
4513	protein_coding
4514	sense_intronic
4515	lincRNA
4516	protein_coding
4517	unprocessed_pseudogene
4518	unprocessed_pseudogene
4519	antisense
4520	misc_RNA
4521	protein_coding
4522	rRNA
4523	protein_coding
4524	processed_pseudogene
4525	processed_pseudogene
4526	snRNA
4527	protein_coding
4528	protein_coding
4529	processed_pseudogene
4530	lincRNA
4531	antisense
4532	lincRNA
4533	miRNA
4534	protein_coding
4535	miRNA
4536	rRNA_pseudogene
4537	protein_coding
4538	lincRNA
4539	lincRNA
4540	protein_coding
4541	misc_RNA
4542	processed_pseudogene
4543	protein_coding
4544	snRNA
4545	processed_pseudogene
4546	antisense
4547	protein_coding
4548	lincRNA
4549	lincRNA
4550	lincRNA
4551	protein_coding
4552	protein_coding
4553	processed_pseudogene
4554	lincRNA
4555	processed_pseudogene
4556	protein_coding
4557	lincRNA
4558	antisense
4559	processed_pseudogene
4560	protein_coding
4561	protein_coding
4562	protein_coding
4563	lincRNA
4564	lincRNA
4565	lincRNA
4566	TEC
4567	processed_pseudogene
4568	antisense
4569	protein_coding
4570	processed_transcript
4571	snoRNA
4572	misc_RNA
4573	lincRNA
4574	processed_pseudogene
4575	protein_coding
4576	protein_coding
4577	protein_coding
4578	antisense
4579	protein_coding
4580	lincRNA
4581	protein_coding
4582	protein_coding
4583	antisense
4584	protein_coding
4585	protein_coding
4586	lincRNA
4587	processed_pseudogene
4588	processed_pseudogene
4589	protein_coding
4590	lincRNA
4591	unprocessed_pseudogene
4592	protein_coding
4593	antisense
4594	unprocessed_pseudogene
4595	protein_coding
4596	protein_coding
4597	antisense
4598	antisense
4599	processed_pseudogene
4600	misc_RNA
4601	snRNA
4602	processed_pseudogene
4603	protein_coding
4604	processed_pseudogene
4605	processed_pseudogene
4606	lincRNA
4607	antisense
4608	lincRNA
4609	processed_pseudogene
4610	protein_coding
4611	protein_coding
4612	miRNA
4613	snRNA
4614	antisense
4615	protein_coding
4616	unprocessed_pseudogene
4617	antisense
4618	snRNA
4619	processed_pseudogene
4620	protein_coding
4621	processed_pseudogene
4622	transcribed_unprocessed_pseudogene
4623	snRNA
4624	protein_coding
4625	protein_coding
4626	protein_coding
4627	protein_coding
4628	processed_pseudogene
4629	unprocessed_pseudogene
4630	protein_coding
4631	protein_coding
4632	antisense
4633	processed_pseudogene
4634	unprocessed_pseudogene
4635	misc_RNA
4636	lincRNA
4637	antisense
4638	lincRNA
4639	processed_pseudogene
4640	antisense
4641	protein_coding
4642	transcribed_unprocessed_pseudogene
4643	protein_coding
4644	snoRNA
4645	protein_coding
4646	protein_coding
4647	protein_coding
4648	processed_pseudogene
4649	protein_coding
4650	antisense
4651	protein_coding
4652	miRNA
4653	lincRNA
4654	lincRNA
4655	lincRNA
4656	misc_RNA
4657	processed_pseudogene
4658	antisense
4659	lincRNA
4660	protein_coding
4661	miRNA
4662	processed_pseudogene
4663	unprocessed_pseudogene
4664	snoRNA
4665	protein_coding
4666	protein_coding
4667	lincRNA
4668	processed_pseudogene
4669	protein_coding
4670	miRNA
4671	processed_pseudogene
4672	processed_pseudogene
4673	protein_coding
4674	protein_coding
4675	processed_pseudogene
4676	transcribed_processed_pseudogene
4677	protein_coding
4678	processed_pseudogene
4679	lincRNA
4680	lincRNA
4681	protein_coding
4682	protein_coding
4683	protein_coding
4684	antisense
4685	processed_pseudogene
4686	snoRNA
4687	protein_coding
4688	miRNA
4689	protein_coding
4690	protein_coding
4691	protein_coding
4692	processed_pseudogene
4693	antisense
4694	misc_RNA
4695	protein_coding
4696	antisense
4697	processed_pseudogene
4698	processed_pseudogene
4699	protein_coding
4700	protein_coding
4701	miRNA
4702	protein_coding
4703	protein_coding
4704	unprocessed_pseudogene
4705	processed_transcript
4706	processed_pseudogene
4707	sense_intronic
4708	lincRNA
4709	processed_pseudogene
4710	protein_coding
4711	protein_coding
4712	transcribed_unprocessed_pseudogene
4713	processed_pseudogene
4714	protein_coding
4715	lincRNA
4716	transcribed_unitary_pseudogene
4717	protein_coding
4718	sense_intronic
4719	antisense
4720	antisense
4721	protein_coding
4722	processed_pseudogene
4723	bidirectional_promoter_lncRNA
4724	snoRNA
4725	processed_pseudogene
4726	rRNA
4727	protein_coding
4728	protein_coding
4729	processed_pseudogene
4730	miRNA
4731	protein_coding
